authors,dates,statements,sources,targets,BianryTarget,BianryNumTarget
Louis Jacobson,"June 21, 2024",Donald Trump’s plan is “cutting Social Security for you.”,Joe Biden,barely-true,Fake,0
Kwasi Gyamfi,"• June 21,","Says linguist Noam Chomsky died, as of June 18, 2024.",Threads posts,false,Fake,0
Marta Campabadal,"• June 21,","Al tomar un licuado de sábila, remolacha, limón, curcuma y pepino “te sanarás completamente” de varios tipos de cáncer.",Facebook posts,false,Fake,0
Hope Karnopp,"June 21, 2024",Says he “saved Kenosha” and the “governor wouldn’t move” on sending the National Guard.,Donald Trump,pants-fire,Fake,0
Grace Abels,"June 21, 2024",Cristiano Ronaldo was the only European soccer captain who did not wear a rainbow armband at Euro 2020.,Facebook posts,false,Fake,0
Maria Briceño,"June 20, 2024","""Fotografía tomada en el 2496 A.C. durante la construcción de las pirámides en Egipto”.",Facebook posts,pants-fire,Fake,0
Madison Czopek,"June 20, 2024",“Saudi Arabia will stop using the US dollar for oil sales and will not renew the 50-year petro-dollar agreement with the U.S.”,Facebook posts,false,Fake,0
Maria Briceño,"June 20, 2024","Este video de un carro lleno de agua muestra a ""Miami inundado"".",Instagram posts,false,Fake,0
Maria Ramirez,"• June 20,",Joe Biden’s immigration order limiting asylum is “pro-child trafficking.”,Donald Trump,false,Fake,0
Louis Jacobson,"June 20, 2024",The Trump administration “achieved the lowest African American unemployment rate and the lowest African American poverty rate ever recorded.”,Donald Trump,half-true,Fake,0
Louis Jacobson,"June 18, 2024",Crime statistics “no longer include data from 30% of the country including the biggest and most violent cities.”,Donald Trump,false,Fake,0
Maria Briceño,"June 18, 2024",Video muestra al Presidente Joe Biden desorientado en evento de paracaidismo del G7 con líderes mundiales.,Social Media,false,Fake,0
Kwasi Gyamfi,"• June 18,",“Photo shows Egyptian pyramids being constructed in 2549 BC”,Facebook posts,pants-fire,Fake,0
Madison Czopek,"June 18, 2024",The 9th Circuit Court of Appeals “just ruled Covid vax mandates unconstitutional.”,Robert F. Kennedy Jr.,false,Fake,0
Loreben Tuquero,"June 18, 2024",Video shows “two electric vehicles in a crash in Canada.”,Facebook posts,false,Fake,0
Maria Briceño,"June 18, 2024",Video muestra al Dr. Jorge Bayter promoviendo un medicamento para curar la hipertensión.,Facebook posts,false,Fake,0
Kwasi Gyamfi,"• June 18,",“The Biden campaign has demanded that Joe Biden not have to stand during the presidential debate.”,Instagram posts,false,Fake,0
Tatevik Lazaryan,"June 18, 2024",Ronald Reagan’s Federal Communications Commission abolished the Fairness Doctrine and gave rise to Fox News.,Instagram posts,barely-true,Fake,0
Kwasi Gyamfi,"• June 17,","“Biden's sister is married to Stephen Owens, who owns Dominion Voting Systems.”",Instagram posts,false,Fake,0
Sara Swann,"June 17, 2024",Canadian Cancer Society apologized and said it will “no longer use the term ‘cervix’ and instead use the term ‘front hole.’”,X posts,false,Fake,0
Jeff Cercone,"June 17, 2024","""Apple is … about to start charging us to use the FaceTime feature.”",Threads posts,false,Fake,0
Paul Specht,"June 17, 2024","Donald Trump “shut down” Nord Stream 2 pipeline, Joe Biden approved it, then Biden shut down U.S. liquified natural gas export capacity.",Doug Burgum,barely-true,Fake,0
Marta Campabadal,"• June 17,",“El Banco Federal elimina la deuda de tarjetas de crédito a todos los hispanoamericanos…para evitar otra recesión ya que la inflación alcanzó un máximo histórico”.,Facebook posts,false,Fake,0
Ciara O'Rourke,"June 14, 2024",Video shows “U.S. Navy deploys in Miami due to Russian warships 6/12.”,Viral image,false,Fake,0
Jeff Cercone,"June 14, 2024",Video shows Biden wandered off from world leaders at G7 skydiving event.,Social Media,false,Fake,0
Ciara O'Rourke,"June 14, 2024",Ancestry.com proves President Joe Biden “is not real.”,Instagram posts,pants-fire,Fake,0
Amy Sherman,"June 14, 2024",“Trump can’t be on the Texas ballot because of our state constitution.”,Threads posts,false,Fake,0
Laura Schulte,"June 14, 2024","Says Gov. Tony Evers is asking the GOP to release money for PFAS, but ""vetoed (a bill outlining) how to spend the money.""",Van Wanggaard,mostly-true,Real,1
Grace Abels,"June 14, 2024","Pittsburgh Steelers coach “directs team to not participate in pride month” calling it ""woke crap""",Facebook posts,false,Fake,0
Jeff Cercone,"June 14, 2024","""A MAGA fan in Iowa accidentally burned down his house today trying to burn a gay pride flag.”",Threads posts,false,Fake,0
Ciara O'Rourke,"June 14, 2024",Fox News reported that the U.S. Department of Health and Human Services “formally endorses Barbara O’Neill’s ‘US without diabetes’ initiative.”,Viral image,false,Fake,0
Jeff Cercone,"June 14, 2024",Hunter Biden’s trial and conviction were contrived to divert attention from Biden family crimes.,X posts,pants-fire,Fake,0
Hope Karnopp,"June 14, 2024",Republican legislatures “have targeted birth control” and in Wisconsin “refused to schedule a vote on a bill that would have codified a right to birth control.”,Democratic Legislative Campaign Committee,half-true,Fake,0
Sara Swann,"June 13, 2024","Video shows Rep. Nancy Pelosi “takes responsibility for not having the National Guard” at the U.S. Capitol on Jan. 6, 2021.",Social Media,false,Fake,0
Ciara O'Rourke,"June 13, 2024",Fuddruckers is “closing ALL locations.”,Instagram posts,false,Fake,0
Ciara O'Rourke,"June 13, 2024",Photo shows “the Sandy Hook girls that did not die like they said they did!”,Viral image,pants-fire,Fake,0
Marta Campabadal,"• June 13,","""La reapertura de la Catedral de Notre Dame en París, después del incendio de las torres. Espectacular!"".",Instagram posts,false,Fake,0
Maria Ramirez,"• June 12,","“Congo, Africa, just released a lot of people, a lot of people from their prisons and jails and brought them into the United States of America.”",Donald Trump,pants-fire,Fake,0
Jacob Gardenswartz,"June 12, 2024","If the Affordable Care Act were terminated, “that would mean over a hundred million Americans will lose protections for preexisting conditions.”",Joe Biden,mostly-true,Real,1
Ciara O'Rourke,"June 12, 2024",Photo shows the scene of a fatal crash that killed a Filipino artist.,Facebook posts,false,Fake,0
Marta Campabadal,"• June 11,",Don Francisco dice que un médico le habló sobre un remedio para la hipertensión “completamente natural que podría salvar a millones de personas si comenzaran a tomarlo”.,Facebook posts,false,Fake,0
Maria Ramirez,"• June 11,","The number of people in the U.S. illegally is “upwards of 20, 25, maybe 30 million.”",Marco Rubio,false,Fake,0
Jeff Cercone,"June 10, 2024",Kansas City Chiefs said they refuse to participate in Pride Month because ‘it’s extremely woke.’,Facebook posts,false,Fake,0
Louis Jacobson,"June 10, 2024",Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,Eric Swalwell,false,Fake,0
Ciara O'Rourke,"June 10, 2024","HarperCollins “removed 64,575 words from the Bible.”",Facebook posts,false,Fake,0
Maria Briceño,"June 10, 2024","""La ivermectina cura el cáncer”.",Facebook posts,false,Fake,0
Louis Jacobson,"June 10, 2024","""The last administration oversaw the largest increase in murders ever recorded.""",Joe Biden,half-true,Fake,0
Jeff Cercone,"June 7, 2024",Audio of President Joe Biden’s interview with Special Counsel Robert Hur leaked.,TikTok posts,false,Fake,0
Ciara O'Rourke,"June 7, 2024",Photo shows actor Chris Evans signing a bomb amid the assault on Gaza.,Viral image,false,Fake,0
Louis Jacobson,"June 6, 2024",“Wage increases have exceeded” the cost of inflation.,Joe Biden,half-true,Fake,0
Ciara O'Rourke,"June 6, 2024",“James Woods leaves Hollywood to join Mel Gibson’s new non-woke film studio.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"June 6, 2024",U.S. Rep. Marjorie Taylor Greene said dinosaurs used to be called “by their biblical name … dragons.”,Threads posts,pants-fire,Fake,0
Maria Briceño,"June 6, 2024",“Amazon está regalando las tabletas del año pasado a todos los residentes en Estados Unidos mayores de 30 años para deshacerse del exceso de inventario”.,Facebook posts,false,Fake,0
Ciara O'Rourke,"June 6, 2024",“Elon Musk invests $1 billion in Mel Gibson and Mark Wahlberg’s new un-woke production studio.”,Viral image,false,Fake,0
Maria Ramirez,"• June 6,","Joe Biden “is letting millions of people from jails, from prisons, from insane asylums, from mental institutions, drug dealers pour in.”",Donald Trump,pants-fire,Fake,0
Ciara O'Rourke,"June 5, 2024",“Denzel Washington rejects $100 million Disney offer to work with ‘woke’ Robert De Niro.”,Facebook posts,false,Fake,0
Samantha Putterman,"June 5, 2024","“Due to the arrangements that I've reached with (Mexico) President Obrador, the number of migrants coming … to our shared border unlawfully in recent months has dropped dramatically.”",Joe Biden,mostly-true,Real,1
Ciara O'Rourke,"June 5, 2024",Former President Donald Trump “blew off his post-sentencing probation report.”,Threads posts,false,Fake,0
Ciara O'Rourke,"June 5, 2024",Photo shows former President Donald Trump’s probation officer.,Viral image,false,Fake,0
Hope Karnopp,"June 5, 2024","Says in his three election campaigns, the early polls were ""wildly incorrect, all three times.""",Ron Johnson,mostly-true,Real,1
Ciara O'Rourke,"June 5, 2024",“Kyle Rittenhouse’s mom is 38.”,Threads posts,false,Fake,0
Ciara O'Rourke,"June 4, 2024",“Elon Musk sues The View and Whoopi Goldberg for $60 million.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"June 4, 2024","Elon Musk said, “I’d rather drink sewer water than see Taylor Swift at the Super Bowl.”",Viral image,false,Fake,0
Kwasi Gyamfi,"• June 4,",“Every American over 25 is now entitled to get a prepaid reward card up to $500 to use for groceries and everyday expenses.”,Facebook posts,false,Fake,0
Louis Jacobson,"June 4, 2024",Joe Biden wants “to quadruple your taxes.”,Donald Trump,false,Fake,0
Ciara O'Rourke,"June 3, 2024",The U.S. Supreme Court ruled in May that “Texas SB-4 law is constitutional.”,Viral image,false,Fake,0
Amy Sherman,"June 3, 2024","Speaking about Hillary Clinton: “I didn’t say, ‘Lock her up.’ ”",Donald Trump,pants-fire,Fake,0
Ciara O'Rourke,"June 3, 2024",“Walmart has announced starting June 3rd all locations in the U.S. will go back to 24hrs.”,Facebook posts,false,Fake,0
Paul Specht,"June 3, 2024",“Justice Paul Newby is out here removing judges who were elected to their positions by the voters of North Carolina!!!”,Anderson Clayton,false,Fake,0
Samantha Putterman,"June 3, 2024",Donald Trump wants to terminate the Affordable Care Act.,Joe Biden,half-true,Fake,0
Ciara O'Rourke,"June 3, 2024",Video shows a crowd celebrating former President Donald Trump’s conviction.,Viral image,false,Fake,0
Ciara O'Rourke,"June 3, 2024",Fox News reported on Taco Bell instead of former President Donald Trump’s conviction.,Viral image,false,Fake,0
Madison Czopek,"May 31, 2024",Photo shows the judges who will hear the appeal of former President Donald Trump’s criminal conviction.,X posts,false,Fake,0
Maria Briceño,"May 31, 2024",“Walmart está regalando los toboganes acuáticos hinchables del año pasado a todos los estadounidenses mayores de 28 años”.,Facebook posts,false,Fake,0
Sofia Ahmed,"May 31, 2024",Burger King is “closing its doors for good.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"May 31, 2024",“Astronauts from the Challenger are alive!”,Viral image,pants-fire,Fake,0
Sara Swann,"May 31, 2024","Under federal law, former President Donald Trump’s “felony convictions mean he can no longer possess guns.”",Social Media,true,Real,1
Maria Ramirez,"• May 31,",“Trump can’t vote for himself in the November election.”,Jason Pizzo,barely-true,Fake,0
Ciara O'Rourke,"May 31, 2024",Pfizer sued Barbara O’Neill “because she exposed secrets that will keep everyone safe from the bird flu outbreak.”,Viral image,pants-fire,Fake,0
Ciara O'Rourke,"May 31, 2024",Photo shows former President Donald Trump in police custody May 30.,Viral image,false,Fake,0
Madison Czopek,"May 31, 2024",Judge Juan Merchan “overrules every objection from the defense and sustains every objection from the prosecution” during former President Donald Trump’s New York trial.,Jesse Watters,false,Fake,0
Jeff Cercone,"May 30, 2024",“Trump is no longer eligible to run for president and must drop out of the race immediately.”,X posts,false,Fake,0
Sofia Ahmed,"May 30, 2024",Joe Biden told West Point graduates that “he is not planning to accept the results of the 2024 election” and he wants them to “stand back and stand by” to ensure Donald J. Trump doesn’t win.,Instagram posts,false,Fake,0
Kwasi Gyamfi,"• May 30,","Noncitizens in Washington, D.C., “can vote in federal elections.”",Instagram posts,false,Fake,0
Maria Briceño,"May 30, 2024","El actor, Arnold Schwarzenegger durmió en el suelo bajo su estatua de bronce porque se negaron a darle una habitación en un hotel.",Facebook posts,false,Fake,0
Jeff Cercone,"May 30, 2024","""Warner Bros Cancels $10 Million Project Starring 'Woke' Robert De Niro.”",Social Media,false,Fake,0
Ciara O'Rourke,"May 30, 2024",“The Simpsons” predicted Sean Combs’ legal problems.,Viral image,false,Fake,0
Ciara O'Rourke,"May 30, 2024",“Sunflowers are turning away from the sun because that’s not the sun.”,Instagram posts,pants-fire,Fake,0
